lien,groupe_parlementaire,departement
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2649/(legislature)/47,Union et fraternité française,Haute-Savoie
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2652/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2655/(legislature)/47,Républicain radical et radical-socialiste,Haute-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2673/(legislature)/47,Communiste,Isère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2695/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Haute-Vienne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2709/(legislature)/47,Socialiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2720/(legislature)/47,Communiste,Meurthe-et-Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2727/(legislature)/47,Communiste,Lot-et-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2730/(legislature)/47,Mouvement républicain populaire,Indre-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2739/(legislature)/47,Communiste,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2747/(legislature)/47,Mouvement républicain populaire,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2768/(legislature)/47,Républicains sociaux,Nièvre
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2780/(legislature)/47,Socialiste,Ariège
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2804/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Madagascar
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2805/(legislature)/47,Communiste,Seine-et-Oise
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2814/(legislature)/47,Républicains sociaux,Tchad
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2827/(legislature)/47,Mouvement républicain populaire,Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2851/(legislature)/47,Communiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2863/(legislature)/47,Communiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2869/(legislature)/47,Socialiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2888/(legislature)/47,Républicain radical et radical-socialiste,Corse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2895/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2906/(legislature)/47,Socialiste,Charente-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2916/(legislature)/47,Indépendants et paysans d'action sociale,Manche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2932/(legislature)/47,Républicain radical et radical-socialiste,Lot
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2922/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Jura
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2947/(legislature)/47,Indépendants et paysans d'action sociale,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2955/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Moyen-Congo
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2963/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2969/(legislature)/47,Républicain progressiste,Creuse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2968/(legislature)/47,Mouvement républicain populaire,Morbihan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3047/(legislature)/47,Mouvement républicain populaire,Savoie
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3087/(legislature)/47,Indépendants et paysans d'action sociale,Hautes-Pyrénées
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3105/(legislature)/47,Communiste,Puy-de-Dôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3129/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Hautes-Alpes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3144/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3177/(legislature)/47,Indépendants et paysans d'action sociale,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3182/(legislature)/47,Mouvement républicain populaire,Loiret
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3185/(legislature)/47,Républicain radical et radical-socialiste,Charente-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3195/(legislature)/47,Socialiste,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3200/(legislature)/47,Républicain radical et radical-socialiste,Charente
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3205/(legislature)/47,Indépendants et paysans d'action sociale,Vosges
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3211/(legislature)/47,Communiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3233/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Ariège
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3246/(legislature)/47,Socialiste,Basses-Pyrénées
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3248/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3256/(legislature)/47,Indépendants et paysans d'action sociale,Somme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3264/(legislature)/47,Communiste,Doubs
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3299/(legislature)/47,Républicains sociaux,Guyane
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3306/(legislature)/47,Communiste,Seine-et-Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3310/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3316/(legislature)/47,Indépendants et paysans d'action sociale,Corse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3323/(legislature)/47,Union et fraternité francaise,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3327/(legislature)/47,Socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3355/(legislature)/47,Indépendants et paysans d'action sociale,Haute-Saône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3382/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3397/(legislature)/47,Républicain radical et radical-socialiste,Corse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3432/(legislature)/47,Communiste,Guadeloupe
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3435/(legislature)/47,Communiste,Basses-Alpes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3448/(legislature)/47,Indépendants et paysans d'action sociale,Puy-de-Dôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3487/(legislature)/47,Communiste,Charente-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3488/(legislature)/47,Mouvement républicain populaire,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3492/(legislature)/47,Communiste,Corrèze
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3496/(legislature)/47,Socialiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3510/(legislature)/47,Socialiste,Gard
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3518/(legislature)/47,Indépendants et paysans d'action sociale,Sarthe
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3534/(legislature)/47,Socialiste,Allier
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3540/(legislature)/47,Paysan,Manche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3550/(legislature)/47,Communiste,Isère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3562/(legislature)/47,Communiste,Loire-Atlantique
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3571/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3613/(legislature)/47,Indépendants d'outre-mer,Togo
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3631/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3647/(legislature)/47,Socialiste,Cantal
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3651/(legislature)/47,Union et fraternité française,Ardèche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3673/(legislature)/47,Socialiste,Aude
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3689/(legislature)/47,Mouvement républicain populaire,Côtes-du-Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3695/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3696/(legislature)/47,Indépendants d'outre-mer,Haute-Volta
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3699/(legislature)/47,Socialiste,Loire-Atlantique
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3698/(legislature)/47,Indépendants et paysans d'action sociale,Vendée
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3708/(legislature)/47,Socialiste,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3711/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3730/(legislature)/47,Mouvement républicain populaire,Orne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3736/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Niger
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3742/(legislature)/47,Communiste,Côtes-du-Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5922/(legislature)/47,Républicain radical et radical-socialiste,Creuse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3786/(legislature)/47,Union et fraternité francaise,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3791/(legislature)/47,Indépendants et paysans d'action sociale,Manche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3793/(legislature)/47,Socialiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3817/(legislature)/47,Républicain radical et radical-socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3819/(legislature)/47,Républicain radical et radical-socialiste,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3821/(legislature)/47,Républicain radical et radical-socialiste,Oise
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3871/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3874/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Côte-d'Ivoire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3881/(legislature)/47,Républicain radical et radical-socialiste,Seine-et-Oise
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3889/(legislature)/47,Indépendants et paysans d'action sociale,Haute-Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3897/(legislature)/47,Républicain radical et radical-socialiste,Alpes-Maritimes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3895/(legislature)/47,Républicain radical et radical-socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3923/(legislature)/47,Union et fraternité française,Aveyron
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3928/(legislature)/47,Mouvement républicain populaire,Morbihan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3947/(legislature)/47,Indépendants et paysans d'action sociale,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3968/(legislature)/47,Indépendants et paysans d'action sociale,Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3971/(legislature)/47,Indépendants et paysans d'action sociale,Meuse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4000/(legislature)/47,Socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4006/(legislature)/47,Indépendants et paysans d'action sociale,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4027/(legislature)/47,Mouvement républicain populaire,Morbihan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4058/(legislature)/47,Indépendants et paysans d'action sociale,Doubs
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4067/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4087/(legislature)/47,Communiste,Tarn-et-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4094/(legislature)/47,Communiste,Hautes-Alpes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4095/(legislature)/47,Union et fraternité francaise,Gard
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4100/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Eure-et-Loir
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4107/(legislature)/47,Socialiste,Lot
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4108/(legislature)/47,Socialiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4120/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Soudan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4144/(legislature)/47,Indépendants et paysans d'action sociale,Côte-d'Or
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4147/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4150/(legislature)/47,Républicains sociaux,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4151/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Soudan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4156/(legislature)/47,Communiste,Meurthe-et-Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4175/(legislature)/47,Indépendants et paysans d'action sociale,Ille-et-Vilaine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4203/(legislature)/47,Paysan,Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4218/(legislature)/47,Mouvement républicain populaire,Tarn-et-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4229/(legislature)/47,Socialiste,Dordogne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4246/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4261/(legislature)/47,Républicain radical et radical-socialiste,Dordogne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4279/(legislature)/47,Union et fraternité francaise,Cher
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4277/(legislature)/47,Paysan,Eure
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4289/(legislature)/47,Indépendants et paysans d'action sociale,Côte-d'Or
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4294/(legislature)/47,Union et fraternité française,Yonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4297/(legislature)/47,Socialiste,Landes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4305/(legislature)/47,Communiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4319/(legislature)/47,Communiste,Somme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4338/(legislature)/47,Indépendants et paysans d'action sociale,Calvados
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4344/(legislature)/47,Socialiste,Meurthe-et-Moselle
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4355/(legislature)/47,Communiste,Ardennes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4373/(legislature)/47,Socialiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4372/(legislature)/47,Union et fraternité francaise,Vienne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7497/(legislature)/47,Indépendants et paysans d'action sociale,Cantal
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7538/(legislature)/47,Socialiste,Haute-Vienne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7551/(legislature)/47,Communiste,Côtes-du-Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7573/(legislature)/47,Socialiste,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7607/(legislature)/47,Union et fraternité française,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9615/(legislature)/47,Socialiste,Ille-et-Vilaine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7629/(legislature)/47,Socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7660/(legislature)/47,Républicain radical et radical-socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7663/(legislature)/47,Républicain radical et radical-socialiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7668/(legislature)/47,Mouvement républicain populaire,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7681/(legislature)/47,Socialiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7687/(legislature)/47,Mouvement républicain populaire,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7707/(legislature)/47,Communiste,Aisne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7706/(legislature)/47,Indépendants et paysans d'action sociale,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9088/(legislature)/47,Communiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7709/(legislature)/47,Indépendants et paysans d'action sociale,Oise
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7715/(legislature)/47,Union et fraternité francaise,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7738/(legislature)/47,Socialiste,Somme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7744/(legislature)/47,Républicains sociaux,Vosges
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7757/(legislature)/47,Socialiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7765/(legislature)/47,Non-inscrit,Nouvelle-Calédonie
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7764/(legislature)/47,Communiste,Calvados
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7803/(legislature)/47,Communiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7812/(legislature)/47,Communiste,Landes
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7820/(legislature)/47,Communiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7832/(legislature)/47,Socialiste,Aisne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7864/(legislature)/47,Républicains sociaux,Gironde
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7866/(legislature)/47,Union démocratique et socialiste de la Résistance et du RDA,Tchad
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7873/(legislature)/47,Communiste,Haute-Garonne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4832/(legislature)/47,Socialiste,Loir-et-Cher
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4834/(legislature)/47,Mouvement républicain populaire,Calvados
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4842/(legislature)/47,Mouvement républicain populaire,Manche
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4847/(legislature)/47,Union et fraternité francaise,Somme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4860/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4863/(legislature)/47,Socialiste,Puy-de-Dôme
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9033/(legislature)/47,Indépendants d'outre-mer,Dahomey
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4892/(legislature)/47,Indépendants d'outre-mer,Côte française des Somalis
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4900/(legislature)/47,Républicain radical et radical-socialiste,Hautes-Pyrénées
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4923/(legislature)/47,Républicains sociaux,Oubangui-Chari-Tchad
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4933/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4949/(legislature)/47,Communiste,Sarthe
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4948/(legislature)/47,Paysan,Maine-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4951/(legislature)/47,Communiste,Pas-de-Calais
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4962/(legislature)/47,Socialiste,Finistère
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4967/(legislature)/47,Indépendants et paysans d'action sociale,Morbihan
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4993/(legislature)/47,Socialiste,Calvados
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4995/(legislature)/47,Communiste,Cher
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4997/(legislature)/47,Républicain radical et radical-socialiste,Seine-Maritime
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9093/(legislature)/47,Communiste,Vaucluse
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5012/(legislature)/47,Républicain radical et radical-socialiste,Haute-Saône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5022/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5030/(legislature)/47,Communiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5032/(legislature)/47,Union et fraternité française,Seine-et-Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5038/(legislature)/47,Républicain radical et radical-socialiste,Eure
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5060/(legislature)/47,Communiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5074/(legislature)/47,Socialiste,Bouches-du-Rhône
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5083/(legislature)/47,Républicain radical et radical-socialiste,Haute-Marne
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5106/(legislature)/47,Communiste,Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5127/(legislature)/47,Républicains sociaux,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5136/(legislature)/47,Socialiste,Seine
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5147/(legislature)/47,Socialiste,Côtes-du-Nord
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5152/(legislature)/47,Socialiste,Saône-et-Loire
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/9095/(legislature)/47,Socialiste,Cameroun
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5154/(legislature)/47,Mouvement républicain populaire,Bas-Rhin
http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5157/(legislature)/47,Rassemblement des gauches républicaines et du centre républicain,Alpes-Maritimes
